crop,soil_type,Seedling Stage,Moisture,Temperature,Humidity,Rainfall,Result
Wheat,Black Soil,Pollination,26,23,81,27.99,0
Wheat,Black Soil,Pollination,27,22,82,35.21,0
Wheat,Black Soil,Pollination,28,21,83,92.77,0
Wheat,Black Soil,Pollination,29,20,84,198.69,0
Wheat,Black Soil,Pollination,30,19,85,248.89,0
Wheat,Black Soil,Pollination,31,18,86,179.68,0
Wheat,Black Soil,Pollination,32,17,87,115.99,0
Wheat,Black Soil,Pollination,33,16,88,56.99,0
Wheat,Black Soil,Pollination,34,15,89,16.54,0
Wheat,Black Soil,Pollination,35,14,90,14.42,0
Wheat,Black Soil,Pollination,36,13,91,10.46,0
Wheat,Black Soil,Pollination,37,24,80,2.68,0
Wheat,Black Soil,Pollination,38,23,81,19.23,0
Wheat,Black Soil,Pollination,39,22,82,52.71,0
Wheat,Black Soil,Pollination,40,21,83,88.18,0
Wheat,Black Soil,Pollination,41,20,84,201.95,0
Wheat,Black Soil,Pollination,42,19,85,246.34,0
Wheat,Black Soil,Pollination,43,18,86,175.15,0
Wheat,Black Soil,Pollination,44,17,87,119.71,0
Wheat,Black Soil,Pollination,45,16,88,62.03,0
Wheat,Black Soil,Pollination,46,15,89,14.61,0
Wheat,Black Soil,Pollination,47,14,90,6.94,0
Wheat,Black Soil,Pollination,48,13,91,10.69,0
Wheat,Black Soil,Pollination,49,24,80,3.56,0
Wheat,Black Soil,Pollination,50,23,81,16.82,0
Wheat,Black Soil,Pollination,51,22,82,39.48,0
Wheat,Black Soil,Pollination,52,21,83,110.18,0
Wheat,Black Soil,Pollination,53,20,84,191.59,0
Wheat,Black Soil,Pollination,54,19,85,264.2,0
Wheat,Black Soil,Pollination,55,18,86,196.36,0
Wheat,Black Soil,Pollination,56,17,87,118.75,0
Wheat,Black Soil,Pollination,57,16,88,64.15,0
Wheat,Black Soil,Pollination,58,15,89,27.32,0
Wheat,Black Soil,Pollination,59,14,90,2.9,0
Wheat,Black Soil,Pollination,60,13,91,0,0
Wheat,Black Soil,Pollination,61,24,80,11.74,0
Wheat,Black Soil,Pollination,62,23,81,27.12,0
Wheat,Black Soil,Pollination,63,22,82,47.81,0
Wheat,Black Soil,Pollination,64,21,83,84.19,0
Wheat,Black Soil,Pollination,65,20,84,197.78,0
Wheat,Black Soil,Pollination,66,19,85,258.82,0
Wheat,Black Soil,Pollination,67,18,86,194.55,0
Wheat,Black Soil,Pollination,68,17,87,113.15,0
Wheat,Black Soil,Pollination,69,16,88,57.48,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,1,24,80,25.02,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,2,23,81,17.67,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,3,22,82,0,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,4,21,83,14.69,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,5,20,84,12.39,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,6,19,85,51.89,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,7,18,86,88.61,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,8,17,87,201.64,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,9,16,88,249.07,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,10,15,89,179.07,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,11,14,90,129.35,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,12,13,91,43.09,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,13,24,80,10.62,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,14,23,81,6.67,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,15,22,82,0,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,16,21,83,9.9,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,17,20,84,3.55,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,18,19,85,52.99,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,19,18,86,103.34,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,20,17,87,216.31,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,21,16,88,239.04,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,22,15,89,181.61,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,23,14,90,129.62,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,24,13,91,56.95,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,25,24,80,8.3,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,26,23,81,30.4,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,27,22,82,1.66,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,28,21,83,2.95,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,29,20,84,27.2,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,30,19,85,52.37,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,31,18,86,108.18,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,32,17,87,184,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,33,16,88,251.89,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,34,15,89,187.14,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,35,14,90,120.03,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,36,13,91,59.11,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,37,24,80,26.2,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,38,23,81,3.63,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,39,22,82,15.13,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,40,21,83,30.48,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,41,20,84,14.45,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,42,19,85,37.85,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,43,18,86,93.45,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,44,17,87,193.53,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,45,16,88,256.88,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,46,15,89,151.45,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,47,14,90,111.62,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,48,13,91,67.29,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,49,24,80,24.25,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,50,23,81,0,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,51,22,82,20.47,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,52,21,83,17.89,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,53,20,84,28.37,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,54,19,85,51.14,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,55,18,86,76.73,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,56,17,87,216.34,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,57,16,88,250.8,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,58,15,89,177.26,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,59,14,90,117.38,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,60,13,91,57.13,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,61,24,80,6.66,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,62,23,81,9.83,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,63,22,82,22.22,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,64,21,83,29.27,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,65,20,84,27.18,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,66,19,85,62.19,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,67,18,86,102.45,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,68,17,87,196.5,0
Wheat,Black Soil,Fruit/Grain/Bulb Formation,69,16,88,235.66,0
Wheat,Black Soil,Maturation,1,24,80,175.48,0
Wheat,Black Soil,Maturation,2,23,81,112.68,0
Wheat,Black Soil,Maturation,3,22,82,61.79,0
Wheat,Black Soil,Maturation,4,21,83,29.33,0
Wheat,Black Soil,Maturation,5,20,84,6.28,0
Wheat,Black Soil,Maturation,6,19,85,20.96,0
Wheat,Black Soil,Maturation,7,18,86,4.62,0
Wheat,Black Soil,Maturation,8,17,87,11.23,0
Wheat,Black Soil,Maturation,9,16,88,49.15,0
Wheat,Black Soil,Maturation,10,15,89,91.19,0
Wheat,Black Soil,Maturation,11,14,90,211.66,0
Wheat,Black Soil,Maturation,12,13,91,267.85,0
Wheat,Black Soil,Maturation,13,24,80,167.31,0
Wheat,Black Soil,Maturation,14,23,81,125.01,0
Wheat,Black Soil,Maturation,15,22,82,55.79,0
Wheat,Black Soil,Maturation,16,21,83,0,0
Wheat,Black Soil,Maturation,17,20,84,0,0
Wheat,Black Soil,Maturation,18,19,85,11.55,0
Wheat,Black Soil,Maturation,19,18,86,11.96,0
Wheat,Black Soil,Maturation,20,17,87,16.93,0
Wheat,Black Soil,Maturation,21,16,88,51.44,0
Wheat,Black Soil,Maturation,22,15,89,117.43,0
Wheat,Black Soil,Maturation,23,14,90,184.1,0
Wheat,Black Soil,Maturation,24,13,91,249.65,0
Wheat,Black Soil,Maturation,25,24,80,182.29,0
Wheat,Black Soil,Maturation,26,23,81,131.4,0
Wheat,Black Soil,Maturation,27,22,82,70.16,0
Wheat,Black Soil,Maturation,28,21,83,7.27,0
Wheat,Black Soil,Maturation,29,20,84,10.58,0
Wheat,Black Soil,Maturation,30,19,85,1.84,0
Wheat,Black Soil,Maturation,31,18,86,18.39,0
Wheat,Black Soil,Maturation,32,17,87,32.71,0
Wheat,Black Soil,Maturation,33,16,88,66.22,0
Wheat,Black Soil,Maturation,34,15,89,101.62,0
Wheat,Black Soil,Maturation,35,14,90,198.97,0
Wheat,Black Soil,Maturation,36,13,91,261.84,0
Wheat,Black Soil,Maturation,37,24,80,196.71,0
Wheat,Black Soil,Maturation,38,23,81,133.71,0
Wheat,Black Soil,Maturation,39,22,82,54.6,0
Wheat,Black Soil,Maturation,40,21,83,10.88,0
Wheat,Black Soil,Maturation,41,20,84,1.29,0
Wheat,Black Soil,Maturation,42,19,85,0,0
Wheat,Black Soil,Maturation,43,18,86,0,0
Wheat,Black Soil,Maturation,44,17,87,36.48,0
Wheat,Black Soil,Maturation,45,16,88,51.61,0
Wheat,Black Soil,Maturation,46,15,89,112.07,0
Wheat,Black Soil,Maturation,47,14,90,204.91,0
Wheat,Black Soil,Maturation,48,13,91,235.38,0
Wheat,Black Soil,Maturation,49,24,80,170.97,0
Wheat,Black Soil,Maturation,50,23,81,134.34,0
Wheat,Black Soil,Maturation,51,22,82,59.65,0
Wheat,Black Soil,Maturation,52,21,83,34.68,0
Wheat,Black Soil,Maturation,53,20,84,6.78,0
Wheat,Black Soil,Maturation,54,19,85,20.5,0
Wheat,Black Soil,Maturation,55,18,86,3.4,0
Wheat,Black Soil,Maturation,56,17,87,20.26,0
Wheat,Black Soil,Maturation,57,16,88,57.76,0
Wheat,Black Soil,Maturation,58,15,89,102.12,0
Wheat,Black Soil,Maturation,59,14,90,219.96,0
Wheat,Black Soil,Maturation,60,13,91,240.96,0
Wheat,Black Soil,Maturation,61,24,80,181.23,0
Wheat,Black Soil,Maturation,62,23,81,107.61,0
Wheat,Black Soil,Maturation,63,22,82,58.05,0
Wheat,Black Soil,Maturation,64,21,83,22.24,0
Wheat,Black Soil,Maturation,65,20,84,2.79,0
Wheat,Black Soil,Maturation,66,19,85,10.62,0
Wheat,Black Soil,Maturation,67,18,86,24.24,0
Wheat,Black Soil,Maturation,68,17,87,2.59,0
Wheat,Black Soil,Maturation,69,16,88,73.38,0
Wheat,Black Soil,Harvest,1,24,80,106.33,0
Wheat,Black Soil,Harvest,2,23,81,204.87,0
Wheat,Black Soil,Harvest,3,22,82,247.45,0
Wheat,Black Soil,Harvest,4,21,83,181.43,0
Wheat,Black Soil,Harvest,5,20,84,121.6,0
Wheat,Black Soil,Harvest,6,19,85,55.7,0
Wheat,Black Soil,Harvest,7,18,86,12.23,0
Wheat,Black Soil,Harvest,8,17,87,4.82,0
Wheat,Black Soil,Harvest,9,16,88,0,0
Wheat,Black Soil,Harvest,10,15,89,8.4,0
Wheat,Black Soil,Harvest,11,14,90,25.61,0
Wheat,Black Soil,Harvest,12,13,91,47.94,0
Wheat,Black Soil,Harvest,13,24,80,90.23,0
Wheat,Black Soil,Harvest,14,23,81,219.26,0
Wheat,Black Soil,Harvest,15,22,82,267.07,0
Wheat,Black Soil,Harvest,16,21,83,186.74,0
Wheat,Black Soil,Harvest,17,20,84,121.52,0
Wheat,Black Soil,Harvest,18,19,85,70.78,0
Wheat,Black Soil,Harvest,19,18,86,29.64,0
Wheat,Black Soil,Harvest,20,17,87,0,0
Wheat,Black Soil,Harvest,21,16,88,0,0
Wheat,Black Soil,Harvest,22,15,89,18.76,0
Wheat,Black Soil,Harvest,23,14,90,33.04,0
Wheat,Black Soil,Harvest,24,13,91,39.29,0
Wheat,Black Soil,Harvest,25,24,80,107.39,0
Wheat,Black Soil,Harvest,26,23,81,214.2,0
Wheat,Black Soil,Harvest,27,22,82,224.59,0
Wheat,Black Soil,Harvest,28,21,83,176.6,0
Wheat,Black Soil,Harvest,29,20,84,114.88,0
Wheat,Black Soil,Harvest,30,19,85,57.02,0
Wheat,Black Soil,Harvest,31,18,86,24.6,0
Wheat,Black Soil,Harvest,32,17,87,14.83,0
Wheat,Black Soil,Harvest,33,16,88,1.53,0
Wheat,Black Soil,Harvest,34,15,89,8.41,0
Wheat,Black Soil,Harvest,35,14,90,9.91,0
Wheat,Black Soil,Harvest,36,13,91,46.92,0
Wheat,Black Soil,Harvest,37,24,80,94.18,0
Wheat,Black Soil,Harvest,38,23,81,194.93,0
Wheat,Black Soil,Harvest,39,22,82,235.2,0
Wheat,Black Soil,Harvest,40,21,83,175.54,0
Wheat,Black Soil,Harvest,41,20,84,110.75,0
Wheat,Black Soil,Harvest,42,19,85,42.35,0
Wheat,Black Soil,Harvest,43,18,86,20.84,0
Wheat,Black Soil,Harvest,44,17,87,15.3,0
Wheat,Black Soil,Harvest,45,16,88,0,0
Wheat,Black Soil,Harvest,46,15,89,31.51,0
Wheat,Black Soil,Harvest,47,14,90,21.79,0
Wheat,Black Soil,Harvest,48,13,91,44.78,0
Wheat,Black Soil,Harvest,49,24,80,94.95,0
Wheat,Black Soil,Harvest,50,23,81,216.38,0
Wheat,Black Soil,Harvest,51,22,82,236.84,0
Wheat,Black Soil,Harvest,52,21,83,170.05,0
Wheat,Black Soil,Harvest,53,20,84,118.91,0
Wheat,Black Soil,Harvest,54,19,85,55.04,0
Wheat,Black Soil,Harvest,55,18,86,29,0
Wheat,Black Soil,Harvest,56,17,87,27.38,0
Wheat,Black Soil,Harvest,57,16,88,0,0
Wheat,Black Soil,Harvest,58,15,89,8.84,0
Wheat,Black Soil,Harvest,59,14,90,25.1,0
Wheat,Alluvial Soil,Germination,1,24,80,50.81,0
Wheat,Alluvial Soil,Germination,2,23,81,93.08,0
Wheat,Alluvial Soil,Germination,3,22,82,199.48,0
Wheat,Alluvial Soil,Germination,4,21,83,242.91,0
Wheat,Alluvial Soil,Germination,5,20,84,168.45,0
Wheat,Alluvial Soil,Germination,6,19,85,122.82,0
Wheat,Alluvial Soil,Germination,7,18,86,47.1,0
Wheat,Alluvial Soil,Germination,8,17,87,13.28,0
Wheat,Alluvial Soil,Germination,9,16,88,2.03,0
Wheat,Alluvial Soil,Germination,10,15,89,0,0
Wheat,Alluvial Soil,Germination,11,14,90,10.47,0
Wheat,Alluvial Soil,Germination,12,13,91,4.95,0
Wheat,Alluvial Soil,Germination,13,24,80,57.71,0
Wheat,Alluvial Soil,Germination,14,23,81,89.41,0
Wheat,Alluvial Soil,Germination,15,22,82,218.47,0
Wheat,Alluvial Soil,Germination,16,21,83,256.26,0
Wheat,Alluvial Soil,Germination,17,20,84,186.53,0
Wheat,Alluvial Soil,Germination,18,19,85,117.7,0
Wheat,Alluvial Soil,Germination,19,18,86,54.85,0
Wheat,Alluvial Soil,Germination,20,17,87,23.7,0
Wheat,Alluvial Soil,Germination,21,16,88,22.01,0
Wheat,Alluvial Soil,Germination,22,15,89,0,0
Wheat,Alluvial Soil,Germination,23,14,90,21.2,0
Wheat,Alluvial Soil,Germination,24,13,91,15.76,0
Wheat,Alluvial Soil,Germination,25,24,80,46.19,0
Wheat,Alluvial Soil,Germination,26,23,81,106.53,0
Wheat,Alluvial Soil,Germination,27,22,82,212.54,0
Wheat,Alluvial Soil,Germination,28,21,83,263.51,0
Wheat,Alluvial Soil,Germination,29,20,84,200.45,0
Wheat,Alluvial Soil,Germination,30,19,85,121.68,0
Wheat,Alluvial Soil,Seedling Stage,1,24,80,75.14,0
Wheat,Alluvial Soil,Seedling Stage,2,23,81,17.16,0
Wheat,Alluvial Soil,Seedling Stage,3,22,82,13.85,0
Wheat,Alluvial Soil,Seedling Stage,4,21,83,3.37,0
Wheat,Alluvial Soil,Seedling Stage,5,20,84,8.55,0
Wheat,Alluvial Soil,Seedling Stage,6,19,85,26.26,0
Wheat,Alluvial Soil,Seedling Stage,7,18,86,51.19,0
Wheat,Alluvial Soil,Seedling Stage,8,17,87,100.14,0
Wheat,Alluvial Soil,Seedling Stage,9,16,88,197.6,0
Wheat,Alluvial Soil,Seedling Stage,10,15,89,262.13,0
Wheat,Alluvial Soil,Seedling Stage,11,14,90,180.12,0
Wheat,Alluvial Soil,Seedling Stage,12,13,91,125.62,0
Wheat,Alluvial Soil,Seedling Stage,13,24,80,73.65,0
Wheat,Alluvial Soil,Seedling Stage,14,23,81,31.38,0
Wheat,Alluvial Soil,Seedling Stage,15,22,82,13.7,0
Wheat,Alluvial Soil,Seedling Stage,16,21,83,15.45,0
Wheat,Alluvial Soil,Seedling Stage,17,20,84,13.06,0
Wheat,Alluvial Soil,Seedling Stage,18,19,85,20.66,0
Wheat,Alluvial Soil,Seedling Stage,19,18,86,31.5,0
Wheat,Alluvial Soil,Seedling Stage,20,17,87,95.68,0
Wheat,Alluvial Soil,Seedling Stage,21,16,88,191.65,0
Wheat,Alluvial Soil,Seedling Stage,22,15,89,245.24,0
Wheat,Alluvial Soil,Seedling Stage,23,14,90,181.79,0
Wheat,Alluvial Soil,Seedling Stage,24,13,91,105.16,0
Wheat,Alluvial Soil,Seedling Stage,25,24,80,70.21,0
Wheat,Alluvial Soil,Seedling Stage,26,23,81,27.29,0
Wheat,Alluvial Soil,Seedling Stage,27,22,82,11.25,0
Wheat,Alluvial Soil,Seedling Stage,28,21,83,12.11,0
Wheat,Alluvial Soil,Seedling Stage,29,20,84,14.81,0
Wheat,Alluvial Soil,Seedling Stage,30,19,85,18.26,0
Wheat,Alluvial Soil,Seedling Stage,31,18,86,26.99,0
Wheat,Alluvial Soil,Seedling Stage,32,17,87,88.63,0
Wheat,Alluvial Soil,Seedling Stage,33,16,88,194.06,0
Wheat,Alluvial Soil,Seedling Stage,34,15,89,242.37,0
Wheat,Alluvial Soil,Seedling Stage,35,14,90,176.98,0
Wheat,Alluvial Soil,Seedling Stage,36,13,91,127.1,0
Wheat,Alluvial Soil,Seedling Stage,37,24,80,61.07,0
Wheat,Alluvial Soil,Seedling Stage,38,23,81,0,0
Wheat,Alluvial Soil,Seedling Stage,39,22,82,18.41,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,1,24,80,0,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,2,23,81,5.33,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,3,22,82,5.63,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,4,21,83,55.78,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,5,20,84,123.31,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,6,19,85,184.47,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,7,18,86,260.43,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,8,17,87,182.28,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,9,16,88,106.12,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,10,15,89,77.59,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,11,14,90,35.75,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,12,13,91,1.55,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,13,24,80,3.39,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,14,23,81,4.66,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,15,22,82,21.34,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,16,21,83,61.31,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,17,20,84,98.88,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,18,19,85,204.18,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,19,18,86,262.02,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,20,17,87,170.56,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,21,16,88,121.7,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,22,15,89,74.53,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,23,14,90,9.61,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,24,13,91,7.27,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,25,24,80,0.32,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,26,23,81,9.7,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,27,22,82,22.17,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,28,21,83,42.06,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,29,20,84,108.14,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,30,19,85,191.5,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,31,18,86,251.51,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,32,17,87,191.15,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,33,16,88,110.38,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,34,15,89,64.46,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,35,14,90,14.67,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,36,13,91,17.65,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,37,24,80,8.17,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,38,23,81,7.78,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,39,22,82,11.47,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,40,21,83,41.92,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,41,20,84,98.1,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,42,19,85,213.38,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,43,18,86,244.65,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,44,17,87,174.99,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,45,16,88,133.64,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,46,15,89,57.74,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,47,14,90,0,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,48,13,91,21.83,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,49,24,80,1.32,0
Wheat,Alluvial Soil,Flowering,1,24,80,0,0
Wheat,Alluvial Soil,Flowering,2,23,81,32.19,0
Wheat,Alluvial Soil,Flowering,3,22,82,69.73,0
Wheat,Alluvial Soil,Flowering,4,21,83,105.52,0
Wheat,Alluvial Soil,Flowering,5,20,84,194.66,0
Wheat,Alluvial Soil,Flowering,6,19,85,236.57,0
Wheat,Alluvial Soil,Flowering,7,18,86,174.35,0
Wheat,Alluvial Soil,Flowering,8,17,87,103.77,0
Wheat,Alluvial Soil,Flowering,9,16,88,37.61,0
Wheat,Alluvial Soil,Flowering,10,15,89,5.01,0
Wheat,Alluvial Soil,Flowering,11,14,90,16.76,0
Wheat,Alluvial Soil,Flowering,12,13,91,5.92,0
Wheat,Alluvial Soil,Flowering,13,24,80,4.03,0
Wheat,Alluvial Soil,Flowering,14,23,81,33.64,0
Wheat,Alluvial Soil,Flowering,15,22,82,60.44,0
Wheat,Alluvial Soil,Flowering,16,21,83,95.66,0
Wheat,Alluvial Soil,Flowering,17,20,84,197.87,0
Wheat,Alluvial Soil,Flowering,18,19,85,235.09,0
Wheat,Alluvial Soil,Flowering,19,18,86,172.7,0
Wheat,Alluvial Soil,Flowering,20,17,87,112.18,0
Wheat,Alluvial Soil,Flowering,21,16,88,77.77,0
Wheat,Alluvial Soil,Flowering,22,15,89,27.47,0
Wheat,Alluvial Soil,Flowering,23,14,90,16.72,0
Wheat,Alluvial Soil,Flowering,24,13,91,14.08,0
Wheat,Alluvial Soil,Flowering,25,24,80,13.42,0
Wheat,Alluvial Soil,Flowering,26,23,81,22.34,0
Wheat,Alluvial Soil,Flowering,27,22,82,70.15,0
Wheat,Alluvial Soil,Flowering,28,21,83,99.15,0
Wheat,Alluvial Soil,Flowering,29,20,84,204.96,0
Wheat,Alluvial Soil,Flowering,30,19,85,245.2,0
Wheat,Alluvial Soil,Flowering,31,18,86,201.06,0
Wheat,Alluvial Soil,Flowering,32,17,87,128.72,0
Wheat,Alluvial Soil,Flowering,33,16,88,85.69,0
Wheat,Alluvial Soil,Flowering,34,15,89,12.1,0
Wheat,Alluvial Soil,Flowering,35,14,90,30.64,0
Wheat,Alluvial Soil,Flowering,36,13,91,0,0
Wheat,Alluvial Soil,Flowering,37,24,80,18.27,0
Wheat,Alluvial Soil,Flowering,38,23,81,0,0
Wheat,Alluvial Soil,Flowering,39,22,82,46.41,0
Wheat,Alluvial Soil,Flowering,40,21,83,99.17,0
Wheat,Alluvial Soil,Flowering,41,20,84,180.83,0
Wheat,Alluvial Soil,Flowering,42,19,85,247.9,0
Wheat,Alluvial Soil,Flowering,43,18,86,199.23,0
Wheat,Alluvial Soil,Flowering,44,17,87,115.7,0
Wheat,Alluvial Soil,Flowering,45,16,88,48.76,0
Wheat,Alluvial Soil,Flowering,46,15,89,30.48,0
Wheat,Alluvial Soil,Flowering,47,14,90,8.09,0
Wheat,Alluvial Soil,Flowering,48,13,91,7.03,0
Wheat,Alluvial Soil,Flowering,49,24,80,16.09,0
Wheat,Alluvial Soil,Flowering,50,23,81,12.66,0
Wheat,Alluvial Soil,Flowering,51,22,82,28.54,0
Wheat,Alluvial Soil,Flowering,52,21,83,95.94,0
Wheat,Alluvial Soil,Flowering,53,20,84,197.01,0
Wheat,Alluvial Soil,Flowering,54,19,85,250.18,0
Wheat,Alluvial Soil,Flowering,55,18,86,188.21,0
Wheat,Alluvial Soil,Flowering,56,17,87,110.11,0
Wheat,Alluvial Soil,Flowering,57,16,88,59.7,0
Wheat,Alluvial Soil,Flowering,58,15,89,21.96,0
Wheat,Alluvial Soil,Flowering,59,14,90,10.86,0
Wheat,Alluvial Soil,Pollination,1,18,86,0,0
Wheat,Alluvial Soil,Pollination,2,17,87,14.51,0
Wheat,Alluvial Soil,Pollination,3,16,88,11.91,0
Wheat,Alluvial Soil,Pollination,4,15,89,50.41,0
Wheat,Alluvial Soil,Pollination,5,14,90,91.74,0
